N_TRX 57


DATATYPE MTZ
FREQUENCY 0.0029297
N_RECV 36
   5.4296600e+05   3.6268285e+06   1.1227000e+03  -1.4830000e-03   0.0000000e+00   1.9495000e-03   0.0000000e+00   1.0217000e-03   0.0000000e+00  -5.9905000e-04   0.0000000e+00  -2.6587000e-03   0.0000000e+00   2.9931000e-03   0.0000000e+00  -3.9921000e-04   0.0000000e+00   1.5460000e-03   0.0000000e+00
   5.4280120e+05   3.6271514e+06   1.1325000e+03  -2.0030000e-03   0.0000000e+00   2.2554000e-03   0.0000000e+00   1.4575000e-03   0.0000000e+00  -9.1219000e-04   0.0000000e+00  -2.9672000e-03   0.0000000e+00   3.1212000e-03   0.0000000e+00   8.9621000e-05   0.0000000e+00   3.2701000e-04   0.0000000e+00
   5.4263240e+05   3.6274746e+06   1.1206000e+03  -3.4195000e-03   0.0000000e+00   3.4201000e-03   0.0000000e+00   1.6570000e-03   0.0000000e+00  -7.8656000e-04   0.0000000e+00  -3.8403000e-03   0.0000000e+00   3.7074000e-03   0.0000000e+00   2.6547000e-04   0.0000000e+00   5.5352000e-04   0.0000000e+00
   5.4251570e+05   3.6278153e+06   1.0962000e+03  -2.1355000e-04   0.0000000e+00   2.8538000e-04   0.0000000e+00   3.6945000e-04   0.0000000e+00  -2.0496000e-04   0.0000000e+00  -3.7178000e-03   0.0000000e+00   4.2671000e-03   0.0000000e+00   1.2469000e-04   0.0000000e+00   7.9385000e-04   0.0000000e+00
   5.4226210e+05   3.6281539e+06   1.0946000e+03  -5.7828000e-04   0.0000000e+00   5.6648000e-04   0.0000000e+00   4.6900000e-04   0.0000000e+00  -4.0655000e-04   0.0000000e+00  -2.6122000e-03   0.0000000e+00   2.6880000e-03   0.0000000e+00  -7.6232000e-04   0.0000000e+00   8.5354000e-04   0.0000000e+00
   5.4429410e+05   3.6271467e+06   1.3102000e+03  -3.8564000e-03   0.0000000e+00   4.2987000e-03   0.0000000e+00   1.7923000e-03   0.0000000e+00  -9.1763000e-04   0.0000000e+00  -5.5622000e-03   0.0000000e+00   5.4815000e-03   0.0000000e+00   7.4575000e-04   0.0000000e+00  -8.0542000e-06   0.0000000e+00
   5.4410460e+05   3.6274778e+06   1.3838000e+03  -1.4385000e-03   0.0000000e+00   1.8927000e-03   0.0000000e+00   5.2250000e-04   0.0000000e+00  -1.1033000e-04   0.0000000e+00  -3.5344000e-03   0.0000000e+00   3.3958000e-03   0.0000000e+00   2.6398000e-04   0.0000000e+00   6.0539000e-04   0.0000000e+00
   5.4388620e+05   3.6280222e+06   1.1548000e+03  -2.4520000e-03   0.0000000e+00   2.4319000e-03   0.0000000e+00   8.6564000e-04   0.0000000e+00  -7.9057000e-04   0.0000000e+00  -4.2896000e-03   0.0000000e+00   4.3657000e-03   0.0000000e+00   4.4589000e-04   0.0000000e+00  -8.5615000e-05   0.0000000e+00
   5.4382720e+05   3.6282663e+06   1.1717000e+03  -1.9183000e-03   0.0000000e+00   1.9111000e-03   0.0000000e+00   8.0050000e-04   0.0000000e+00  -8.3068000e-04   0.0000000e+00  -4.1327000e-03   0.0000000e+00   4.2271000e-03   0.0000000e+00   9.2487000e-04   0.0000000e+00  -5.8917000e-04   0.0000000e+00
   5.4386180e+05   3.6286529e+06   1.1977000e+03  -9.1378000e-04   0.0000000e+00   1.0162000e-03   0.0000000e+00   7.8836000e-04   0.0000000e+00  -5.2797000e-04   0.0000000e+00  -3.5509000e-03   0.0000000e+00   3.6096000e-03   0.0000000e+00   5.6509000e-04   0.0000000e+00  -2.2564000e-04   0.0000000e+00
   5.4379010e+05   3.6290430e+06   1.2196000e+03  -2.1634000e-03   0.0000000e+00   2.1547000e-03   0.0000000e+00   8.1612000e-04   0.0000000e+00  -5.9267000e-04   0.0000000e+00  -5.3824000e-03   0.0000000e+00   5.5887000e-03   0.0000000e+00   7.0306000e-04   0.0000000e+00  -5.1867000e-04   0.0000000e+00
   5.4360560e+05   3.6295668e+06   1.3028000e+03  -3.5548000e-03   0.0000000e+00   3.8830000e-03   0.0000000e+00   1.8209000e-03   0.0000000e+00  -1.5964000e-03   0.0000000e+00  -5.0413000e-03   0.0000000e+00   5.2702000e-03   0.0000000e+00   5.9656000e-04   0.0000000e+00  -1.8258000e-04   0.0000000e+00
   5.4363570e+05   3.6298993e+06   1.3592000e+03  -2.5445000e-03   0.0000000e+00   2.5328000e-03   0.0000000e+00   1.6187000e-03   0.0000000e+00  -1.4960000e-03   0.0000000e+00  -4.4137000e-03   0.0000000e+00   4.5299000e-03   0.0000000e+00   2.9785000e-04   0.0000000e+00  -1.0469000e-04   0.0000000e+00
   5.4685370e+05   3.6273143e+06   1.5092000e+03  -5.6845000e-04   0.0000000e+00   5.6425000e-04   0.0000000e+00   1.0293000e-03   0.0000000e+00  -2.2219000e-04   0.0000000e+00  -1.5911000e-03   0.0000000e+00   2.0548000e-03   0.0000000e+00  -9.6081000e-04   0.0000000e+00   2.7300000e-03   0.0000000e+00
   5.4659500e+05   3.6275690e+06   1.4247000e+03   2.2432000e-03   0.0000000e+00   1.5298000e-02   0.0000000e+00  -1.0239000e-03   0.0000000e+00  -1.6178000e-02   0.0000000e+00   8.7144000e-04   0.0000000e+00   1.7107000e-02   0.0000000e+00  -3.4138000e-03   0.0000000e+00  -7.0230000e-04   0.0000000e+00
   5.4654820e+05   3.6279049e+06   1.3169000e+03  -1.5139000e-03   0.0000000e+00   1.6906000e-03   0.0000000e+00   1.2725000e-03   0.0000000e+00  -7.6762000e-04   0.0000000e+00  -2.6922000e-03   0.0000000e+00   2.4835000e-03   0.0000000e+00  -1.6420000e-04   0.0000000e+00   1.1660000e-03   0.0000000e+00
   5.4673110e+05   3.6282599e+06   1.3811000e+03  -1.4533000e-03   0.0000000e+00   1.5306000e-03   0.0000000e+00   8.8383000e-04   0.0000000e+00  -6.0117000e-04   0.0000000e+00  -1.4214000e-03   0.0000000e+00   1.3308000e-03   0.0000000e+00  -5.1906000e-04   0.0000000e+00   6.3652000e-04   0.0000000e+00
   5.4669600e+05   3.6285600e+06   1.4182000e+03  -1.9219000e-03   0.0000000e+00   1.9580000e-03   0.0000000e+00   1.0320000e-03   0.0000000e+00  -1.1160000e-03   0.0000000e+00  -1.9974000e-03   0.0000000e+00   2.0756000e-03   0.0000000e+00  -2.4472000e-04   0.0000000e+00   4.9479000e-04   0.0000000e+00
   5.4643440e+05   3.6289681e+06   1.4221000e+03  -1.6696000e-03   0.0000000e+00   1.6332000e-03   0.0000000e+00   7.8248000e-04   0.0000000e+00  -5.7641000e-04   0.0000000e+00  -1.7243000e-03   0.0000000e+00   1.7205000e-03   0.0000000e+00  -4.4334000e-04   0.0000000e+00   5.8149000e-04   0.0000000e+00
   5.4591780e+05   3.6290779e+06   1.3744000e+03  -1.1176000e-03   0.0000000e+00   1.1773000e-03   0.0000000e+00   6.8063000e-04   0.0000000e+00  -5.3548000e-04   0.0000000e+00  -3.4295000e-03   0.0000000e+00   3.5496000e-03   0.0000000e+00  -3.8866000e-04   0.0000000e+00   7.7780000e-04   0.0000000e+00
   5.4550400e+05   3.6295407e+06   1.3848000e+03  -1.7349000e-03   0.0000000e+00   2.0386000e-03   0.0000000e+00   7.5467000e-04   0.0000000e+00  -3.7710000e-04   0.0000000e+00  -2.0547000e-03   0.0000000e+00   2.2817000e-03   0.0000000e+00  -4.9349000e-05   0.0000000e+00   2.8074000e-04   0.0000000e+00
